"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              FLOW","            FLOW_G","            FLOW_L","            FLOW_N","     FDIFF_WATER_L","        FDIFF_O2_L","    FDIFF_Toluen_L"
"                  ","                  ","               (M)","               (M)","               (M)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)"
"TIME [sec]  0.10000000E+03"
"               g 2","               g 1",  0.65000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.48335809349E-002,  0.00000000000E+000,  0.38215719275E-002,  0.10120090074E-002, -0.11478513468E-007, -0.23496759043E-013,  0.11478538972E-007
"               h 2","               h 1",  0.75000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.48335809406E-002,  0.00000000000E+000,  0.38215719320E-002,  0.10120090086E-002, -0.11478513468E-007, -0.23496758903E-013,  0.11478538972E-007
"               i 2","               i 1",  0.85000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.48335809331E-002,  0.00000000000E+000,  0.38215719261E-002,  0.10120090070E-002, -0.11478513469E-007, -0.23496759048E-013,  0.11478538972E-007
"               j 2","               j 1",  0.95000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.48335809352E-002,  0.00000000000E+000,  0.38215719278E-002,  0.10120090075E-002, -0.11478513468E-007, -0.23496759041E-013,  0.11478538972E-007
"               a 2","               b 2",  0.10000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.13043100804E-013,  0.00000000000E+000, -0.13043100804E-013,  0.00000000000E+000, -0.32259497345E-021,  0.39760755890E-024,  0.31593827717E-021
"               b 2","               c 2",  0.20000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.13430409955E-013,  0.00000000000E+000,  0.13430409955E-013,  0.00000000000E+000,  0.35485447079E-021, -0.79989140602E-024, -0.35150907881E-021
"               c 2","               d 2",  0.30000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.56377949261E-014,  0.00000000000E+000, -0.56377949261E-014,  0.00000000000E+000, -0.16129748672E-021,  0.71467220623E-024,  0.15919131112E-021
"               d 2","               e 2",  0.40000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.62530887016E-014,  0.00000000000E+000,  0.62530887016E-014,  0.00000000000E+000,  0.22581648141E-021, -0.36032031336E-024, -0.22099781252E-021
"               e 2","               f 2",  0.50000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.18998366885E-018,  0.00000000000E+000,  0.18998366885E-018,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.10483499828E-023
"               f 2","               g 2",  0.60000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.64396104458E-014,  0.00000000000E+000,  0.64396104458E-014,  0.00000000000E+000,  0.38711396814E-021, -0.16551599094E-025, -0.40160590839E-021
"               g 2","               h 2",  0.70000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.21849304038E-014,  0.00000000000E+000, -0.21849304038E-014,  0.00000000000E+000, -0.41937346548E-021, -0.34973713476E-024,  0.42301567870E-021
"               h 2","               i 2",  0.80000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.77335892143E-014,  0.00000000000E+000,  0.77335892143E-014,  0.00000000000E+000,  0.48389246017E-021,  0.36339681877E-024, -0.46781599657E-021
"               i 2","               j 2",  0.90000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.60773242549E-015,  0.00000000000E+000,  0.60773242549E-015,  0.00000000000E+000, -0.22581648141E-021, -0.19197393745E-025,  0.22323074015E-021
"               a 3","               a 2",  0.50000000000E+002,  0.50000000000E+000, -0.10500000000E+003,  0.85641794898E-004,  0.00000000000E+000,  0.85641794898E-004,  0.00000000000E+000, -0.23907156664E-009, -0.12537146436E-015,  0.23907169201E-009
"               b 3","               b 2",  0.15000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641789690E-004,  0.00000000000E+000,  0.85641789690E-004,  0.00000000000E+000, -0.23907156677E-009, -0.12537130537E-015,  0.23907169214E-009
"               c 3","               c 2",  0.25000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641795055E-004,  0.00000000000E+000,  0.85641795055E-004,  0.00000000000E+000, -0.23907156662E-009, -0.12537162527E-015,  0.23907169200E-009
"               d 3","               d 2",  0.35000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641792802E-004,  0.00000000000E+000,  0.85641792802E-004,  0.00000000000E+000, -0.23907156669E-009, -0.12537133941E-015,  0.23907169206E-009
"               e 3","               e 2",  0.45000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641795298E-004,  0.00000000000E+000,  0.85641795298E-004,  0.00000000000E+000, -0.23907156660E-009, -0.12537148353E-015,  0.23907169197E-009
"               f 3","               f 2",  0.55000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641795298E-004,  0.00000000000E+000,  0.85641795298E-004,  0.00000000000E+000, -0.23907156660E-009, -0.12537148353E-015,  0.23907169197E-009
"               g 3","               g 2",  0.65000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641797871E-004,  0.00000000000E+000,  0.85641797871E-004,  0.00000000000E+000, -0.23907156644E-009, -0.12537149018E-015,  0.23907169181E-009
"               h 3","               h 2",  0.75000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641797001E-004,  0.00000000000E+000,  0.85641797001E-004,  0.00000000000E+000, -0.23907156661E-009, -0.12537163007E-015,  0.23907169198E-009
"               i 3","               i 2",  0.85000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641800088E-004,  0.00000000000E+000,  0.85641800088E-004,  0.00000000000E+000, -0.23907156642E-009, -0.12537148472E-015,  0.23907169180E-009
"               j 3","               j 2",  0.95000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.85641800327E-004,  0.00000000000E+000,  0.85641800327E-004,  0.00000000000E+000, -0.23907156651E-009, -0.12537149237E-015,  0.23907169188E-009
"               a 3","               b 3",  0.10000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.24089617041E-016,  0.00000000000E+000, -0.24089617041E-016,  0.00000000000E+000,  0.00000000000E+000,  0.12305901475E-027, -0.41559100630E-026
"               b 3","               c 3",  0.20000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.20116898913E-016,  0.00000000000E+000,  0.20116898913E-016,  0.00000000000E+000,  0.00000000000E+000, -0.12305901475E-027,  0.31580260714E-026
"               c 3","               d 3",  0.30000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.67675527719E-017,  0.00000000000E+000, -0.67675527719E-017,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.98634409899E-027
"               d 3","               e 3",  0.40000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.13159364935E-016,  0.00000000000E+000,  0.13159364935E-016,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.12074348422E-026
"               e 3","               f 3",  0.50000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.47013703640E-030
"               f 3","               g 3",  0.60000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.86209249908E-017,  0.00000000000E+000,  0.86209249908E-017,  0.00000000000E+000,  0.00000000000E+000,  0.61529507375E-028,  0.12153490113E-026
"               g 3","               h 3",  0.70000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.11766169417E-016,  0.00000000000E+000, -0.11766169417E-016,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.85001679840E-027
"               h 3","               i 3",  0.80000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.18525278580E-016,  0.00000000000E+000,  0.18525278580E-016,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.21264867344E-026
"               i 3","               j 3",  0.90000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.95412783933E-017,  0.00000000000E+000,  0.95412783933E-017,  0.00000000000E+000,  0.00000000000E+000, -0.61529507375E-028, -0.81929100764E-027
"               a 4","               a 3",  0.50000000000E+002,  0.50000000000E+000, -0.11000000000E+003,  0.44620800199E-004,  0.00000000000E+000,  0.44620800199E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43981290240E-022,  0.83798255195E-016
"               b 4","               b 3",  0.15000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800189E-004,  0.00000000000E+000,  0.44620800189E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43932066636E-022,  0.83798253533E-016
"               c 4","               c 3",  0.25000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800197E-004,  0.00000000000E+000,  0.44620800197E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43981290240E-022,  0.83798254796E-016
"               d 4","               d 3",  0.35000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800195E-004,  0.00000000000E+000,  0.44620800195E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43956678438E-022,  0.83798254402E-016
"               e 4","               e 3",  0.45000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800200E-004,  0.00000000000E+000,  0.44620800200E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43956678438E-022,  0.83798254885E-016
"               f 4","               f 3",  0.55000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800200E-004,  0.00000000000E+000,  0.44620800200E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43956678438E-022,  0.83798254885E-016
"               g 4","               g 3",  0.65000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800204E-004,  0.00000000000E+000,  0.44620800204E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43932066636E-022,  0.83798255371E-016
"               h 4","               h 3",  0.75000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800198E-004,  0.00000000000E+000,  0.44620800198E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43956678438E-022,  0.83798255031E-016
"               i 4","               i 3",  0.85000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800205E-004,  0.00000000000E+000,  0.44620800205E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43956678438E-022,  0.83798255882E-016
"               j 4","               j 3",  0.95000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.44620800209E-004,  0.00000000000E+000,  0.44620800209E-004,  0.00000000000E+000, -0.83796448997E-016, -0.43981290240E-022,  0.83798255554E-016
"               a 4","               b 4",  0.10000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.11694397731E-017,  0.00000000000E+000,  0.11694397731E-017,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.65858377777E-033
"               b 4","               c 4",  0.20000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.17309397363E-018,  0.00000000000E+000,  0.17309397363E-018,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.37127974697E-032
"               c 4","               d 4",  0.30000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.27779471866E-017,  0.00000000000E+000, -0.27779471866E-017,  0.00000000000E+000,  0.00000000000E+000, -0.61529502811E-028, -0.10214494556E-033
"               d 4","               e 4",  0.40000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.21109021175E-019,  0.00000000000E+000,  0.21109021175E-019,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.16297204978E-033
"               e 4","               f 4",  0.50000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.64466791844E-037
"               f 4","               g 4",  0.60000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.16887216940E-019,  0.00000000000E+000,  0.16887216940E-019,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.16372416235E-033
"               g 4","               h 4",  0.70000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.31368005466E-017,  0.00000000000E+000,  0.31368005466E-017,  0.00000000000E+000,  0.00000000000E+000,  0.61529502811E-028, -0.24831984256E-033
"               h 4","               i 4",  0.80000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.42218042349E-019,  0.00000000000E+000, -0.42218042349E-019,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.28462921435E-032
"               i 4","               j 4",  0.90000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.23642103716E-018,  0.00000000000E+000, -0.23642103716E-018,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.14563317938E-032
"               a 5","               a 4",  0.50000000000E+002,  0.50000000000E+000, -0.11500000000E+003,  0.44198453820E-004,  0.00000000000E+000,  0.44198453820E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922245535E-022
"               b 5","               b 4",  0.15000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922245272E-022
"               c 5","               c 4",  0.25000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453822E-004,  0.00000000000E+000,  0.44198453822E-004,  0.00000000000E+000,  0.00000000000E+000,  0.19689442163E-024,  0.22922246756E-022
"               d 5","               d 4",  0.35000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922246715E-022
"               e 5","               e 4",  0.45000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922246780E-022
"               f 5","               f 4",  0.55000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922246780E-022
"               g 5","               g 4",  0.65000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922246847E-022
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453823E-004,  0.00000000000E+000,  0.44198453823E-004,  0.00000000000E+000,  0.00000000000E+000,  0.19689442163E-024,  0.22922246749E-022
"               i 5","               i 4",  0.85000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453821E-004,  0.00000000000E+000,  0.44198453821E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922245609E-022
"               j 5","               j 4",  0.95000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.44198453820E-004,  0.00000000000E+000,  0.44198453820E-004,  0.00000000000E+000,  0.00000000000E+000,  0.17228261892E-024,  0.22922246192E-022
"               a 5","               b 5",  0.10000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.18153760917E-018,  0.00000000000E+000, -0.18153760917E-018,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.25474938574E-036
"               b 5","               c 5",  0.20000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.45975454973E-017,  0.00000000000E+000, -0.45975454973E-017,  0.00000000000E+000,  0.00000000000E+000, -0.61529510705E-028,  0.39221940259E-035
"               c 5","               d 5",  0.30000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.29552634051E-019,  0.00000000000E+000, -0.29552634051E-019,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.14325953647E-037
"               d 5","               e 5",  0.40000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000, -0.14325325918E-037
"               e 5","               f 5",  0.50000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.71629777906E-038
