"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              FLOW","            FLOW_G","            FLOW_L","            FLOW_N","     FDIFF_WATER_L","        FDIFF_O2_L","    FDIFF_Toluen_L"
"                  ","                  ","               (M)","               (M)","               (M)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)"
"TIME [sec]  0.10000000E+03"
"               i 4","               j 4",  0.90000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.24064865467E-013,  0.00000000000E+000,  0.24064865467E-013,  0.00000000000E+000, -0.62266088794E-019,  0.65473564896E-025,  0.62249534320E-019
"               a 5","               a 4",  0.50000000000E+002,  0.50000000000E+000, -0.11500000000E+003,  0.37195260719E-003,  0.00000000000E+000,  0.37195260719E-003,  0.00000000000E+000, -0.17886110144E-008, -0.93697593020E-015,  0.17886119514E-008
"               b 5","               b 4",  0.15000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260029E-003,  0.00000000000E+000,  0.37195260029E-003,  0.00000000000E+000, -0.17886109772E-008, -0.93697634190E-015,  0.17886119142E-008
"               c 5","               c 4",  0.25000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195261121E-003,  0.00000000000E+000,  0.37195261121E-003,  0.00000000000E+000, -0.17886110073E-008, -0.93697656158E-015,  0.17886119443E-008
"               d 5","               d 4",  0.35000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260223E-003,  0.00000000000E+000,  0.37195260223E-003,  0.00000000000E+000, -0.17886109951E-008, -0.93697595129E-015,  0.17886119320E-008
"               e 5","               e 4",  0.45000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195259900E-003,  0.00000000000E+000,  0.37195259900E-003,  0.00000000000E+000, -0.17886109870E-008, -0.93697619056E-015,  0.17886119240E-008
"               f 5","               f 4",  0.55000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260858E-003,  0.00000000000E+000,  0.37195260858E-003,  0.00000000000E+000, -0.17886109993E-008, -0.93697617451E-015,  0.17886119363E-008
"               g 5","               g 4",  0.65000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260794E-003,  0.00000000000E+000,  0.37195260794E-003,  0.00000000000E+000, -0.17886110291E-008, -0.93697588501E-015,  0.17886119661E-008
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260711E-003,  0.00000000000E+000,  0.37195260711E-003,  0.00000000000E+000, -0.17886109993E-008, -0.93697584821E-015,  0.17886119363E-008
"               i 5","               i 4",  0.85000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260027E-003,  0.00000000000E+000,  0.37195260027E-003,  0.00000000000E+000, -0.17886110002E-008, -0.93697609018E-015,  0.17886119372E-008
"               j 5","               j 4",  0.95000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.37195260911E-003,  0.00000000000E+000,  0.37195260911E-003,  0.00000000000E+000, -0.17886110251E-008, -0.93697606407E-015,  0.17886119621E-008
"               a 5","               b 5",  0.10000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.26615004203E-014,  0.00000000000E+000, -0.26615004203E-014,  0.00000000000E+000,  0.00000000000E+000,  0.22150886282E-026, -0.49799460572E-023
"               b 5","               c 5",  0.20000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.15493308332E-014,  0.00000000000E+000,  0.15493308332E-014,  0.00000000000E+000,  0.00000000000E+000,  0.17228467108E-026,  0.51962661677E-023
"               c 5","               d 5",  0.30000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.21542815799E-014,  0.00000000000E+000,  0.21542815799E-014,  0.00000000000E+000,  0.00000000000E+000, -0.87988242731E-026, -0.11141432220E-023
"               d 5","               e 5",  0.40000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.41765117294E-014,  0.00000000000E+000, -0.41765117294E-014,  0.00000000000E+000,  0.00000000000E+000,  0.10773944967E-024, -0.40053702509E-023
"               e 5","               f 5",  0.50000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.42742478574E-014,  0.00000000000E+000,  0.42742478574E-014,  0.00000000000E+000,  0.00000000000E+000, -0.10570895176E-024,  0.11805256528E-023
"               f 5","               g 5",  0.60000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.10130275787E-014,  0.00000000000E+000, -0.10130275787E-014,  0.00000000000E+000,  0.00000000000E+000, -0.98632974195E-025,  0.53835949298E-024
"               g 5","               h 5",  0.70000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.53055603247E-014,  0.00000000000E+000, -0.53055603247E-014,  0.00000000000E+000,  0.00000000000E+000,  0.11420012483E-024,  0.28686556910E-023
"               h 5","               i 5",  0.80000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.19149103925E-014,  0.00000000000E+000,  0.19149103925E-014,  0.00000000000E+000,  0.00000000000E+000, -0.12736759612E-025, -0.35555586990E-024
"               i 5","               j 5",  0.90000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.19687011488E-014,  0.00000000000E+000,  0.19687011488E-014,  0.00000000000E+000,  0.00000000000E+000,  0.18459071902E-027, -0.24579431288E-023
"TIME [sec]  0.61910757E+06"
"               a 1","               b 1",  0.10000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.93648805435E-012,  0.00000000000E+000,  0.71639409551E-012,  0.22009395885E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 1","               c 1",  0.20000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.18175607789E-012,  0.00000000000E+000,  0.13903966037E-012,  0.42716417518E-013,  0.17632267937E-021, -0.18505776057E-021,  0.75309753857E-026
"               c 1","               d 1",  0.30000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.24137648463E-012,  0.00000000000E+000,  0.18464804497E-012,  0.56728439661E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 1","               e 1",  0.40000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.69009514822E-012,  0.00000000000E+000, -0.52790859124E-012, -0.16218655697E-012, -0.26448401906E-021,  0.24674369945E-021, -0.11237065213E-025
"               e 1","               f 1",  0.50000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.34565926485E-012,  0.00000000000E+000, -0.26442222648E-012, -0.81237038368E-013,  0.20570979257E-021, -0.18505776055E-021,  0.75309753853E-026
"               f 1","               g 1",  0.60000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.63781860942E-012,  0.00000000000E+000,  0.48791811456E-012,  0.14990049486E-012, -0.58774226452E-022,  0.61685882817E-022,  0.00000000000E+000
"               g 1","               h 1",  0.70000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.58181743166E-012,  0.00000000000E+000, -0.44507836567E-012, -0.13673906599E-012, -0.14693556613E-021,  0.12337187774E-021, -0.74121796536E-026
"               h 1","               i 1",  0.80000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.55330834240E-012,  0.00000000000E+000,  0.42326949890E-012,  0.13003884350E-012,  0.88161339680E-022, -0.61685938870E-022,  0.37060898268E-026
"               i 1","               j 1",  0.90000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.20242346664E-012,  0.00000000000E+000,  0.15484978758E-012,  0.47573679058E-013,  0.58774226460E-022, -0.61685938878E-022,  0.37060898270E-026
"               a 2","               a 1",  0.50000000000E+002,  0.50000000000E+000, -0.10000000000E+003,  0.86013645798E-001,  0.00000000000E+000,  0.65799148849E-001,  0.20214496949E-001,  0.46405341774E-012, -0.46407620963E-012,  0.22787214548E-016
"               b 2","               b 1",  0.15000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646231E-001,  0.00000000000E+000,  0.65799149171E-001,  0.20214497060E-001,  0.46405344229E-012, -0.46407623540E-012,  0.22787216070E-016
"               c 2","               c 1",  0.25000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646115E-001,  0.00000000000E+000,  0.65799149080E-001,  0.20214497034E-001,  0.46405354040E-012, -0.46407633837E-012,  0.22787220663E-016
"               d 2","               d 1",  0.35000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646236E-001,  0.00000000000E+000,  0.65799149171E-001,  0.20214497065E-001,  0.46405351589E-012, -0.46407631265E-012,  0.22787219140E-016
"               e 2","               e 1",  0.45000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646060E-001,  0.00000000000E+000,  0.65799149043E-001,  0.20214497017E-001,  0.46405340551E-012, -0.46407620967E-012,  0.22787214549E-016
"               f 2","               f 1",  0.55000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013645981E-001,  0.00000000000E+000,  0.65799148986E-001,  0.20214496995E-001,  0.46405349130E-012, -0.46407628684E-012,  0.22787217616E-016
"               g 2","               g 1",  0.65000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646095E-001,  0.00000000000E+000,  0.65799149067E-001,  0.20214497028E-001,  0.46405349135E-012, -0.46407628689E-012,  0.22787219115E-016
"               h 2","               h 1",  0.75000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013645964E-001,  0.00000000000E+000,  0.65799148972E-001,  0.20214496992E-001,  0.46405340549E-012, -0.46407620965E-012,  0.22787214548E-016
"               i 2","               i 1",  0.85000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646212E-001,  0.00000000000E+000,  0.65799149156E-001,  0.20214497055E-001,  0.46405344230E-012, -0.46407623541E-012,  0.22787216070E-016
"               j 2","               j 1",  0.95000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86013646197E-001,  0.00000000000E+000,  0.65799149143E-001,  0.20214497054E-001,  0.46405344232E-012, -0.46407623543E-012,  0.22787216071E-016
"               a 2","               b 2",  0.10000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.10494131017E-012,  0.00000000000E+000, -0.82538834804E-013, -0.22402475363E-013, -0.64039033631E-022,  0.67211377509E-022, -0.39087198066E-026
"               b 2","               c 2",  0.20000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.45920285338E-012,  0.00000000000E+000,  0.36117395900E-012,  0.98028894384E-013, -0.64039033631E-022,  0.67211438582E-022, -0.39087198066E-026
"               c 2","               d 2",  0.30000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.49786140402E-013,  0.00000000000E+000, -0.39157982795E-013, -0.10628157607E-013,  0.64039033635E-022, -0.67211438585E-022,  0.39087198068E-026
"               d 2","               e 2",  0.40000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.26520586386E-012,  0.00000000000E+000, -0.20859071562E-012, -0.56615148243E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               e 2","               f 2",  0.50000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.15312860693E-012,  0.00000000000E+000, -0.12043928907E-012, -0.32689317854E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 2","               g 2",  0.60000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.35953389337E-012,  0.00000000000E+000,  0.28278195291E-012,  0.76751940454E-013, -0.64039033632E-022,  0.67211438583E-022, -0.39087198066E-026
"               g 2","               h 2",  0.70000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.26373120299E-012,  0.00000000000E+000, -0.20743085979E-012, -0.56300343196E-013,  0.64039033633E-022, -0.67211438584E-022,  0.39087198067E-026
"               h 2","               i 2",  0.80000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.43160119066E-013,  0.00000000000E+000, -0.33946459521E-013, -0.92136595443E-014,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 2","               j 2",  0.90000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.23664969431E-012,  0.00000000000E+000,  0.18613060952E-012,  0.50519084795E-013,  0.64039033628E-022, -0.67211377506E-022,  0.39087198064E-026
"               a 3","               a 2",  0.50000000000E+002,  0.50000000000E+000, -0.10500000000E+003,  0.18619879889E-001,  0.00000000000E+000,  0.14646036763E-001,  0.39738431261E-002,  0.14097802723E-014, -0.14098490850E-014,  0.67837899975E-019
"               b 3","               b 2",  0.15000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879912E-001,  0.00000000000E+000,  0.14646036781E-001,  0.39738431308E-002,  0.14097545611E-014, -0.14098221000E-014,  0.67836330668E-019
"               c 3","               c 2",  0.25000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619880034E-001,  0.00000000000E+000,  0.14646036876E-001,  0.39738431577E-002,  0.14097288500E-014, -0.14097951153E-014,  0.67834761372E-019
"               d 3","               d 2",  0.35000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619880042E-001,  0.00000000000E+000,  0.14646036883E-001,  0.39738431594E-002,  0.14097545611E-014, -0.14098221001E-014,  0.67836330671E-019
"               e 3","               e 2",  0.45000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879956E-001,  0.00000000000E+000,  0.14646036816E-001,  0.39738431405E-002,  0.14097288500E-014, -0.14097951153E-014,  0.67834761370E-019
"               f 3","               f 2",  0.55000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879864E-001,  0.00000000000E+000,  0.14646036743E-001,  0.39738431206E-002,  0.14097288500E-014, -0.14097951153E-014,  0.67834761370E-019
"               g 3","               g 2",  0.65000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879963E-001,  0.00000000000E+000,  0.14646036821E-001,  0.39738431424E-002,  0.14097288500E-014, -0.14097951153E-014,  0.67834761372E-019
"               h 3","               h 2",  0.75000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879906E-001,  0.00000000000E+000,  0.14646036776E-001,  0.39738431298E-002,  0.14097545611E-014, -0.14098221001E-014,  0.67836330672E-019
"               i 3","               i 2",  0.85000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879896E-001,  0.00000000000E+000,  0.14646036768E-001,  0.39738431275E-002,  0.14097545611E-014, -0.14098221000E-014,  0.67836330668E-019
"               j 3","               j 2",  0.95000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18619879940E-001,  0.00000000000E+000,  0.14646036803E-001,  0.39738431374E-002,  0.14097545611E-014, -0.14098221001E-014,  0.67836330671E-019
"               a 3","               b 3",  0.10000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.16216657238E-012,  0.00000000000E+000, -0.12821842668E-012, -0.33948145693E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 3","               c 3",  0.20000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.15793837789E-012,  0.00000000000E+000,  0.12487536753E-012,  0.33063010364E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               c 3","               d 3",  0.30000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.70832870801E-013,  0.00000000000E+000, -0.56004632264E-013, -0.14828238536E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 3","               e 3",  0.40000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.52005494322E-013,  0.00000000000E+000, -0.41118601468E-013, -0.10886892854E-013,  0.64518444990E-022, -0.67714537697E-022,  0.39378933773E-026
"               e 3","               f 3",  0.50000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.74441642164E-013,  0.00000000000E+000,  0.58857939082E-013,  0.15583703082E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 3","               g 3",  0.60000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.11423504350E-012,  0.00000000000E+000,  0.90320941827E-013,  0.23914101675E-013, -0.64518444993E-022,  0.67714537700E-022, -0.39378933775E-026
"               g 3","               h 3",  0.70000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.12280504229E-012,  0.00000000000E+000, -0.97096886739E-013, -0.25708155549E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               h 3","               i 3",  0.80000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.17548985424E-013,  0.00000000000E+000, -0.13875259667E-013, -0.36737257574E-014,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 3","               j 3",  0.90000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.12639129374E-012,  0.00000000000E+000,  0.99932387993E-013,  0.26458905751E-013,  0.64518444993E-022, -0.67714537701E-022,  0.39378933775E-026
"               a 4","               a 3",  0.50000000000E+002,  0.50000000000E+000, -0.11000000000E+003,  0.31991417877E-002,  0.00000000000E+000,  0.25305788947E-002,  0.66856289292E-003, -0.98682202570E-008, -0.51701248486E-014,  0.98682254367E-008
"               b 4","               b 3",  0.15000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417330E-002,  0.00000000000E+000,  0.25305788516E-002,  0.66856288143E-003, -0.98682202955E-008, -0.51701244386E-014,  0.98682254752E-008
"               c 4","               c 3",  0.25000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417815E-002,  0.00000000000E+000,  0.25305788899E-002,  0.66856289162E-003, -0.98682202641E-008, -0.51701242189E-014,  0.98682254438E-008
"               d 4","               d 3",  0.35000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417634E-002,  0.00000000000E+000,  0.25305788756E-002,  0.66856288783E-003, -0.98682202767E-008, -0.51701248258E-014,  0.98682254564E-008
"               e 4","               e 3",  0.45000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417489E-002,  0.00000000000E+000,  0.25305788641E-002,  0.66856288476E-003, -0.98682202851E-008, -0.51701517170E-014,  0.98682254649E-008
"               f 4","               f 3",  0.55000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417643E-002,  0.00000000000E+000,  0.25305788763E-002,  0.66856288802E-003, -0.98682202727E-008, -0.51701516906E-014,  0.98682254525E-008
"               g 4","               g 3",  0.65000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991418112E-002,  0.00000000000E+000,  0.25305789133E-002,  0.66856289787E-003, -0.98682202417E-008, -0.51701248531E-014,  0.98682254215E-008
"               h 4","               h 3",  0.75000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417660E-002,  0.00000000000E+000,  0.25305788776E-002,  0.66856288836E-003, -0.98682202725E-008, -0.51701249361E-014,  0.98682254523E-008
"               i 4","               i 3",  0.85000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991417666E-002,  0.00000000000E+000,  0.25305788781E-002,  0.66856288849E-003, -0.98682202717E-008, -0.51701246890E-014,  0.98682254515E-008
"               j 4","               j 3",  0.95000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.31991418049E-002,  0.00000000000E+000,  0.25305789084E-002,  0.66856289654E-003, -0.98682202459E-008, -0.51701518018E-014,  0.98682254257E-008
"               a 4","               b 4",  0.10000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.20462630719E-013,  0.00000000000E+000, -0.20462630719E-013,  0.00000000000E+000,  0.96399790096E-019, -0.10251810611E-023, -0.96408212088E-019
"               b 4","               c 4",  0.20000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.29305752944E-013,  0.00000000000E+000,  0.29305752944E-013,  0.00000000000E+000, -0.78268370406E-019, -0.54895799798E-024,  0.78267972641E-019
"               c 4","               d 4",  0.30000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.20444263573E-013,  0.00000000000E+000, -0.20444263573E-013,  0.00000000000E+000,  0.31713853301E-019,  0.15172802776E-023, -0.31727062261E-019
"               d 4","               e 4",  0.40000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.12375846464E-013,  0.00000000000E+000, -0.12375846464E-013,  0.00000000000E+000,  0.21067290138E-019, -0.48994547472E-024, -0.21058780520E-019
"               e 4","               f 4",  0.50000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.28337521442E-013,  0.00000000000E+000,  0.28337521442E-013,  0.00000000000E+000, -0.31649328676E-019, -0.66089103221E-025,  0.31642797054E-019
"               f 4","               g 4",  0.60000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.21196742331E-014,  0.00000000000E+000, -0.21196742331E-014,  0.00000000000E+000, -0.77365025653E-019,  0.62390821002E-024,  0.77374395783E-019
"               g 4","               h 4",  0.70000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.78500169622E-014,  0.00000000000E+000, -0.78500169622E-014,  0.00000000000E+000,  0.77106927152E-019,  0.20768223778E-024, -0.77119577862E-019
"               h 4","               i 4",  0.80000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.15154225673E-013,  0.00000000000E+000, -0.15154225673E-013,  0.00000000000E+000, -0.22260995705E-020, -0.61800080414E-024,  0.22211019051E-020
"               i 4","               j 4",  0.90000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.24422925233E-013,  0.00000000000E+000,  0.24422925233E-013,  0.00000000000E+000, -0.64556887544E-019,  0.64243038885E-025,  0.64578910353E-019
"               a 5","               a 4",  0.50000000000E+002,  0.50000000000E+000, -0.11500000000E+003,  0.38374234313E-003,  0.00000000000E+000,  0.38374234313E-003,  0.00000000000E+000, -0.18659798161E-008, -0.97750611021E-015,  0.18659807937E-008
"               b 5","               b 4",  0.15000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374233603E-003,  0.00000000000E+000,  0.38374233603E-003,  0.00000000000E+000, -0.18659797776E-008, -0.97750652112E-015,  0.18659807551E-008
"               c 5","               c 4",  0.25000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374234711E-003,  0.00000000000E+000,  0.38374234711E-003,  0.00000000000E+000, -0.18659798089E-008, -0.97750674141E-015,  0.18659807864E-008
"               d 5","               d 4",  0.35000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374233809E-003,  0.00000000000E+000,  0.38374233809E-003,  0.00000000000E+000, -0.18659797962E-008, -0.97750613101E-015,  0.18659807737E-008
"               e 5","               e 4",  0.45000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374233481E-003,  0.00000000000E+000,  0.38374233481E-003,  0.00000000000E+000, -0.18659797878E-008, -0.97750637007E-015,  0.18659807653E-008
"               f 5","               f 4",  0.55000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374234442E-003,  0.00000000000E+000,  0.38374234442E-003,  0.00000000000E+000, -0.18659798004E-008, -0.97750635423E-015,  0.18659807779E-008
"               g 5","               g 4",  0.65000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374234398E-003,  0.00000000000E+000,  0.38374234398E-003,  0.00000000000E+000, -0.18659798314E-008, -0.97750606522E-015,  0.18659808089E-008
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374234296E-003,  0.00000000000E+000,  0.38374234296E-003,  0.00000000000E+000, -0.18659798005E-008, -0.97750602783E-015,  0.18659807780E-008
"               i 5","               i 4",  0.85000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374233615E-003,  0.00000000000E+000,  0.38374233615E-003,  0.00000000000E+000, -0.18659798014E-008, -0.97750626992E-015,  0.18659807789E-008
"               j 5","               j 4",  0.95000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.38374234511E-003,  0.00000000000E+000,  0.38374234511E-003,  0.00000000000E+000, -0.18659798273E-008, -0.97750624430E-015,  0.18659808048E-008
"               a 5","               b 5",  0.10000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.26979700706E-014,  0.00000000000E+000, -0.26979700706E-014,  0.00000000000E+000,  0.32259578625E-022,  0.21535592115E-026, -0.50609539412E-023
"               b 5","               c 5",  0.20000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.16072639506E-014,  0.00000000000E+000,  0.16072639506E-014,  0.00000000000E+000, -0.32259578625E-022,  0.17843776324E-026,  0.52867063662E-023
"               c 5","               d 5",  0.30000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.21052202448E-014,  0.00000000000E+000,  0.21052202448E-014,  0.00000000000E+000,  0.00000000000E+000, -0.87988276355E-026, -0.11718465438E-023
"               d 5","               e 5",  0.40000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.41945747215E-014,  0.00000000000E+000, -0.41945747215E-014,  0.00000000000E+000,  0.32259578625E-022,  0.10773949084E-024, -0.40310576244E-023
"               e 5","               f 5",  0.50000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.43265502169E-014,  0.00000000000E+000,  0.43265502169E-014,  0.00000000000E+000,  0.00000000000E+000, -0.10570899215E-024,  0.12409024494E-023
"               f 5","               g 5",  0.60000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.10157933499E-014,  0.00000000000E+000, -0.10157933499E-014,  0.00000000000E+000,  0.00000000000E+000, -0.98633011886E-025,  0.57482506989E-024
"               g 5","               h 5",  0.70000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.53111355418E-014,  0.00000000000E+000, -0.53111355418E-014,  0.00000000000E+000, -0.32259578625E-022,  0.11420016847E-024,  0.28255471766E-023
"               h 5","               i 5",  0.80000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.18812292049E-014,  0.00000000000E+000,  0.18812292049E-014,  0.00000000000E+000,  0.00000000000E+000, -0.12736764479E-025, -0.38611181279E-024
"               i 5","               j 5",  0.90000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.20147034623E-014,  0.00000000000E+000,  0.20147034623E-014,  0.00000000000E+000,  0.32259578625E-022,  0.18459078956E-027, -0.23841487399E-023
"TIME [sec]  0.62143924E+06"
"               a 1","               b 1",  0.10000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.10878995391E-011,  0.00000000000E+000,  0.83212291213E-012,  0.25577662698E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 1","               c 1",  0.20000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.47532087220E-012,  0.00000000000E+000,  0.36356793447E-012,  0.11175293773E-012,  0.20565007911E-021, -0.18500410180E-021,  0.75325968464E-026
"               c 1","               d 1",  0.30000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.21350211280E-012,  0.00000000000E+000, -0.16330551991E-012, -0.50196592897E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 1","               e 1",  0.40000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.98475321440E-012,  0.00000000000E+000, -0.75322737349E-012, -0.23152584091E-012, -0.26440724454E-021,  0.24667207967E-021, -0.11238880053E-025
"               e 1","               f 1",  0.50000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.19043840863E-012,  0.00000000000E+000, -0.14566433525E-012, -0.44774073375E-013,  0.20565007905E-021, -0.18500404572E-021,  0.75325968455E-026
"               f 1","               g 1",  0.60000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.46488576856E-012,  0.00000000000E+000,  0.35558623353E-012,  0.10929953503E-012, -0.88135748170E-022,  0.61667977884E-022, -0.37062832065E-026
"               g 1","               h 1",  0.70000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.55725756313E-012,  0.00000000000E+000, -0.42624044739E-012, -0.13101711573E-012, -0.11751433089E-021,  0.12333606784E-021, -0.38263136392E-026
"               h 1","               i 1",  0.80000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.39617892355E-012,  0.00000000000E+000,  0.30303309062E-012,  0.93145832929E-013,  0.58757165446E-022, -0.61667977884E-022,  0.37062832064E-026
